138.375,-1.899,0.118,0.269,0.170,0.100,-286.965,0.179,0.124,0.533,69.047,-284.451,0.179,0.124,0.533,314.632,-283.927,0.179,0.124,0.533,185.450,-283.550
138.151,-1.814,0.118,0.269,0.170,0.100,-286.965,0.186,0.124,0.513,74.122,-284.447,0.186,0.124,0.513,306.699,-283.919,0.186,0.124,0.513,169.567,-283.537
135.859,-1.731,0.134,0.240,0.250,10.798,-286.242,0.182,0.117,0.514,92.306,-284.407,0.182,0.117,0.514,313.514,-283.899,0.182,0.117,0.514,163.614,-283.537
134.996,-2.055,0.140,0.240,0.250,6.552,-286.215,0.182,0.119,0.518,78.790,-284.430,0.182,0.119,0.518,314.125,-283.905,0.182,0.119,0.518,162.582,-283.538
133.869,-1.939,0.140,0.240,0.170,0.100,-286.215,0.199,0.130,0.466,62.117,-284.443,0.199,0.130,0.466,262.525,-283.904,0.199,0.130,0.466,140.367,-283.523
132.458,-1.683,0.140,0.240,0.250,0.100,-286.215,0.201,0.137,0.483,52.961,-284.459,0.201,0.137,0.483,254.989,-283.901,0.201,0.137,0.483,122.669,-283.516
133.008,-1.690,0.140,0.240,0.170,0.100,-286.215,0.194,0.145,0.519,42.082,-284.453,0.194,0.145,0.519,242.007,-283.907,0.194,0.145,0.519,119.776,-283.524
133.695,-1.873,0.140,0.240,0.170,0.100,-286.215,0.176,0.152,0.541,43.912,-284.435,0.176,0.152,0.541,227.152,-283.915,0.176,0.152,0.541,135.781,-283.539
133.665,-1.586,0.140,0.240,0.250,0.100,-286.215,0.180,0.158,0.476,35.890,-284.443,0.180,0.158,0.476,206.841,-283.919,0.180,0.158,0.476,126.204,-283.540
133.658,-1.621,0.140,0.240,0.170,0.100,-286.215,0.170,0.166,0.505,30.493,-284.490,0.170,0.166,0.505,211.886,-283.916,0.170,0.166,0.505,117.500,-283.532
133.189,-1.506,0.140,0.240,0.250,0.100,-286.215,0.203,0.166,0.403,29.551,-284.506,0.203,0.166,0.403,173.057,-283.925,0.203,0.166,0.403,98.727,-283.517
131.458,-1.529,0.140,0.240,0.170,0.100,-286.215,0.215,0.169,0.442,25.858,-284.447,0.215,0.169,0.442,168.601,-283.903,0.215,0.169,0.442,84.950,-283.488
132.308,-1.564,0.140,0.240,0.250,0.100,-286.215,0.186,0.181,0.506,23.584,-284.436,0.186,0.181,0.505,173.803,-283.900,0.186,0.181,0.505,89.250,-283.498
132.598,-1.553,0.140,0.240,0.250,0.100,-286.215,0.198,0.167,0.459,26.495,-284.421,0.198,0.167,0.459,162.573,-283.898,0.198,0.167,0.459,73.498,-283.491
133.192,-1.311,0.140,0.240,0.250,0.100,-286.215,0.177,0.175,0.507,18.107,-284.497,0.177,0.175,0.507,162.283,-283.922,0.177,0.175,0.507,88.767,-283.525
134.531,-1.705,0.140,0.240,0.170,0.100,-286.215,0.175,0.175,0.542,14.122,-284.545,0.175,0.175,0.542,161.275,-283.934,0.175,0.175,0.542,86.853,-283.529
134.454,-1.688,0.140,0.240,0.250,0.100,-286.215,0.166,0.176,0.523,22.119,-284.508,0.166,0.176,0.523,144.087,-283.933,0.166,0.176,0.523,87.843,-283.535
135.183,-1.873,0.140,0.240,0.250,0.100,-286.215,0.171,0.164,0.497,21.053,-284.472,0.171,0.164,0.497,148.387,-283.905,0.171,0.164,0.497,72.636,-283.493
134.497,-1.540,0.140,0.240,0.250,0.100,-286.215,0.162,0.180,0.485,18.108,-284.461,0.162,0.180,0.485,136.991,-283.914,0.162,0.180,0.485,75.548,-283.513
135.132,-1.534,0.080,0.494,0.205,5.922,-287.060,0.160,0.181,0.499,19.774,-284.452,0.160,0.181,0.498,138.872,-283.902,0.160,0.181,0.499,60.856,-283.486
135.836,-1.691,0.080,0.494,0.250,0.100,-287.060,0.151,0.188,0.533,6.291,-284.578,0.151,0.188,0.533,130.280,-283.931,0.151,0.188,0.533,78.146,-283.520
136.945,-1.693,0.080,0.494,0.250,0.100,-287.060,0.144,0.171,0.479,16.393,-284.576,0.144,0.171,0.479,137.306,-283.924,0.144,0.171,0.479,61.227,-283.512
136.353,-1.723,0.080,0.494,0.170,0.100,-287.060,0.142,0.174,0.483,16.444,-284.559,0.142,0.174,0.483,116.791,-283.938,0.142,0.174,0.483,73.125,-283.529
136.107,-1.678,0.080,0.494,0.250,0.100,-287.060,0.145,0.194,0.480,9.015,-284.578,0.145,0.194,0.480,109.407,-283.939,0.145,0.194,0.480,64.888,-283.515
136.604,-1.675,0.080,0.494,0.170,0.100,-287.060,0.145,0.194,0.480,0.100,-284.578,0.168,0.182,0.481,102.576,-283.946,0.178,0.223,0.415,47.800,-283.514
136.809,-1.755,0.080,0.494,0.250,0.100,-287.060,0.145,0.194,0.480,0.100,-284.578,0.201,0.159,0.486,75.699,-283.952,0.159,0.264,0.563,52.567,-283.526
136.780,-1.804,0.080,0.494,0.170,0.100,-287.060,0.145,0.194,0.480,0.100,-284.578,0.202,0.198,0.410,76.654,-283.957,0.144,0.171,0.554,63.693,-283.520
136.647,-1.785,0.080,0.494,0.250,0.100,-287.060,0.145,0.194,0.480,0.100,-284.578,0.227,0.145,0.478,69.598,-283.952,0.183,0.245,0.427,37.996,-283.528
134.294,-1.267,0.140,0.532,0.250,5.167,-286.990,0.145,0.194,0.480,0.100,-284.578,0.245,0.116,0.493,57.011,-283.963,0.181,0.325,0.524,43.807,-283.549
137.114,-1.885,0.140,0.532,0.250,0.100,-286.990,0.184,0.181,0.369,8.785,-284.579,0.259,0.142,0.372,57.523,-283.960,0.211,0.247,0.378,31.519,-283.508
137.865,-1.898,0.140,0.532,0.170,0.100,-286.990,0.169,0.170,0.502,7.664,-284.533,0.225,0.150,0.502,63.314,-283.930,0.189,0.203,0.503,29.907,-283.492
137.726,-1.874,0.140,0.532,0.170,0.100,-286.990,0.183,0.164,0.417,9.439,-284.477,0.225,0.154,0.417,61.894,-283.910,0.198,0.180,0.418,24.217,-283.465
136.712,-1.626,0.140,0.532,0.170,0.100,-286.990,0.162,0.196,0.429,6.615,-284.477,0.194,0.191,0.429,58.805,-283.916,0.174,0.204,0.429,29.437,-283.508
138.103,-1.939,0.140,0.532,0.170,0.100,-286.990,0.168,0.199,0.368,5.119,-284.489,0.191,0.197,0.368,54.874,-283.930,0.176,0.203,0.368,26.494,-283.504
138.351,-1.935,0.140,0.532,0.170,0.100,-286.990,0.165,0.179,0.438,5.485,-284.494,0.182,0.178,0.438,54.821,-283.946,0.171,0.181,0.438,29.155,-283.531
137.413,-1.783,0.140,0.532,0.170,0.100,-286.990,0.157,0.193,0.417,7.853,-284.494,0.171,0.193,0.417,54.937,-283.933,0.162,0.194,0.417,23.093,-283.514
135.789,-1.362,0.080,0.468,0.170,8.470,-286.896,0.157,0.193,0.417,0.100,-284.494,0.180,0.203,0.460,58.897,-283.943,0.181,0.122,0.424,19.447,-283.517
136.326,-1.539,0.080,0.240,0.244,10.023,-287.003,0.157,0.193,0.417,0.100,-284.494,0.210,0.211,0.384,47.789,-283.951,0.198,0.180,0.165,16.790,-283.525
135.682,-1.563,0.080,0.240,0.170,13.151,-287.064,0.157,0.193,0.417,0.100,-284.494,0.221,0.228,0.390,40.455,-283.941,0.220,0.179,0.387,22.053,-283.494
134.180,-1.325,0.140,0.512,0.206,5.636,-286.913,0.157,0.193,0.417,0.100,-284.494,0.191,0.267,0.458,39.762,-283.946,0.190,0.243,0.482,21.092,-283.508
134.656,-1.315,0.140,0.408,0.235,8.619,-286.937,0.157,0.193,0.417,0.100,-284.494,0.218,0.242,0.526,35.472,-283.944,0.209,0.281,0.576,18.416,-283.493
134.769,-1.329,0.080,0.538,0.170,8.067,-286.867,0.157,0.193,0.417,0.100,-284.494,0.209,0.242,0.459,35.611,-283.938,0.200,0.334,0.320,12.279,-283.495
132.545,-0.800,0.080,0.648,0.247,7.840,-286.815,0.157,0.193,0.417,0.100,-284.494,0.231,0.218,0.543,32.552,-283.949,0.223,0.385,0.473,15.549,-283.509
134.959,-1.107,0.080,0.508,0.230,10.455,-286.825,0.193,0.229,0.344,6.560,-284.550,0.248,0.241,0.369,24.501,-283.963,0.242,0.325,0.355,14.254,-283.517
135.085,-1.197,0.140,0.401,0.250,11.774,-287.026,0.193,0.229,0.344,0.100,-284.550,0.252,0.180,0.521,33.382,-283.952,0.257,0.427,0.269,7.327,-283.521
133.714,-1.156,0.080,0.642,0.170,6.937,-286.627,0.193,0.229,0.344,0.100,-284.550,0.264,0.149,0.391,26.556,-283.948,0.267,0.467,0.467,10.447,-283.522
133.724,-1.003,0.140,0.637,0.250,6.391,-286.808,0.193,0.229,0.344,0.100,-284.550,0.273,0.115,0.558,26.636,-283.943,0.275,0.490,0.500,9.908,-283.519
136.850,-1.900,0.140,0.637,0.250,0.100,-286.808,0.193,0.229,0.344,0.100,-284.550,0.252,0.147,0.592,34.191,-283.942,0.231,0.433,0.526,5.522,-283.558
137.376,-2.016,0.140,0.637,0.170,0.100,-286.808,0.193,0.229,0.344,0.100,-284.550,0.252,0.161,0.585,39.101,-283.954,0.199,0.270,0.185,4.404,-283.559
135.848,-1.456,0.080,0.412,0.250,13.745,-286.920,0.193,0.229,0.344,0.100,-284.550,0.264,0.174,0.597,38.678,-283.952,0.199,0.270,0.185,0.100,-283.559
135.242,-1.233,0.080,0.497,0.209,10.983,-286.867,0.193,0.229,0.344,0.100,-284.550,0.273,0.182,0.599,36.149,-283.949,0.199,0.270,0.185,0.100,-283.559
135.494,-1.495,0.097,0.389,0.250,13.692,-286.926,0.193,0.229,0.344,0.100,-284.550,0.280,0.174,0.600,34.604,-283.929,0.199,0.270,0.185,0.100,-283.559
135.432,-1.476,0.080,0.540,0.170,9.075,-286.894,0.193,0.229,0.344,0.100,-284.550,0.285,0.197,0.600,34.994,-283.929,0.199,0.270,0.185,0.100,-283.559
136.577,-1.632,0.132,0.263,0.198,12.473,-286.973,0.193,0.229,0.344,0.100,-284.550,0.289,0.176,0.600,31.766,-283.929,0.199,0.270,0.185,0.100,-283.559
134.319,-1.209,0.118,0.554,0.250,11.585,-286.830,0.193,0.229,0.344,0.100,-284.550,0.291,0.209,0.600,30.756,-283.937,0.199,0.270,0.185,0.100,-283.559
134.859,-1.290,0.137,0.585,0.170,6.780,-286.881,0.193,0.229,0.344,0.100,-284.550,0.294,0.195,0.600,27.831,-283.931,0.199,0.270,0.185,0.100,-283.559
134.946,-1.305,0.080,0.348,0.170,19.173,-286.939,0.193,0.229,0.344,0.100,-284.550,0.295,0.211,0.600,26.429,-283.929,0.199,0.270,0.185,0.100,-283.559
136.449,-1.401,0.080,0.270,0.199,15.564,-286.999,0.193,0.229,0.344,0.100,-284.550,0.296,0.199,0.600,25.725,-283.918,0.199,0.270,0.185,0.100,-283.559
136.241,-1.311,0.140,0.402,0.170,10.763,-286.949,0.193,0.229,0.344,0.100,-284.550,0.297,0.189,0.600,26.962,-283.902,0.199,0.270,0.185,0.100,-283.559
136.457,-1.492,0.080,0.241,0.250,23.220,-286.962,0.193,0.229,0.344,0.100,-284.550,0.298,0.213,0.600,25.544,-283.908,0.199,0.270,0.185,0.100,-283.559
136.418,-1.547,0.080,0.335,0.170,16.166,-286.906,0.193,0.229,0.344,0.100,-284.550,0.295,0.226,0.600,25.196,-283.917,0.199,0.270,0.185,0.100,-283.559
135.321,-1.115,0.140,0.484,0.250,9.872,-286.873,0.193,0.229,0.344,0.100,-284.550,0.296,0.236,0.600,24.134,-283.917,0.199,0.270,0.185,0.100,-283.559
135.159,-1.216,0.080,0.538,0.250,11.082,-286.914,0.193,0.229,0.344,0.100,-284.550,0.297,0.240,0.600,26.345,-283.915,0.199,0.270,0.185,0.100,-283.559
134.831,-1.331,0.080,0.482,0.170,12.981,-286.912,0.204,0.139,0.549,16.452,-284.505,0.282,0.145,0.600,22.329,-283.902,0.199,0.270,0.185,0.100,-283.559
136.866,-1.658,0.123,0.404,0.170,12.473,-286.905,0.224,0.120,0.428,10.295,-284.470,0.283,0.123,0.438,22.005,-283.909,0.199,0.270,0.185,0.100,-283.559
136.170,-1.450,0.125,0.346,0.183,11.568,-286.973,0.210,0.147,0.566,6.829,-284.491,0.254,0.149,0.568,27.093,-283.920,0.199,0.270,0.185,0.100,-283.559
135.812,-1.390,0.102,0.396,0.182,15.326,-286.961,0.195,0.160,0.539,6.660,-284.522,0.228,0.161,0.539,24.701,-283.926,0.199,0.270,0.185,0.100,-283.559
135.921,-1.389,0.080,0.410,0.170,14.997,-286.921,0.221,0.135,0.588,15.390,-284.346,0.246,0.135,0.588,17.507,-283.779,0.199,0.270,0.185,0.100,-283.559
136.984,-1.815,0.080,0.240,0.170,17.381,-287.021,0.211,0.173,0.598,10.588,-284.173,0.230,0.173,0.598,20.827,-283.878,0.199,0.270,0.185,0.100,-283.559
135.198,-1.292,0.140,0.240,0.250,20.128,-287.022,0.234,0.227,0.546,4.948,-284.208,0.247,0.227,0.546,20.349,-283.896,0.199,0.270,0.185,0.100,-283.559
136.237,-1.654,0.080,0.348,0.246,15.929,-286.892,0.224,0.185,0.549,16.683,-284.137,0.235,0.185,0.549,12.466,-283.825,0.199,0.270,0.185,0.100,-283.559
134.922,-1.209,0.080,0.420,0.170,14.318,-286.943,0.243,0.201,0.532,8.359,-284.295,0.251,0.201,0.532,18.222,-283.888,0.199,0.270,0.185,0.100,-283.559
136.628,-1.499,0.080,0.328,0.170,18.132,-286.948,0.257,0.205,0.586,10.538,-284.319,0.263,0.205,0.587,15.927,-283.862,0.199,0.270,0.185,0.100,-283.559
135.612,-1.316,0.104,0.397,0.232,14.707,-286.937,0.268,0.158,0.597,16.678,-284.272,0.272,0.158,0.597,14.482,-283.777,0.199,0.270,0.185,0.100,-283.559
136.582,-1.441,0.080,0.472,0.179,12.979,-286.852,0.276,0.150,0.599,20.097,-284.234,0.279,0.150,0.599,7.746,-283.716,0.199,0.270,0.185,0.100,-283.559